00172859-0313499   4.369160E+00 -3.230510E+00  6383 6 T1  8.701734E+00 1.625658E+01 1.1566E+01 8.743228167740E-01 1.838665270854E+03 1.151034763074E+04 2.069467095409E+03 3.514711864210E+03  3.022391048470E+04  3.144296994033E+03  1.260750537208E+04  5.139254961785E+03  6.840251892275E+02 6.495941890041E+02 1.004631180178E+03 7.879720122671E+02 9.152022987841E+02 5.916052233770E+02 4.875965315277E+02 0.000000000000E+00
00180461-5449082   4.519190E+00 -5.481884E+01 20676 6 T1  2.052890E+01 2.251700E+01 1.1492E+01 9.257333687100E-01 3.291603114108E+03 1.147369296089E+05 3.368868131683E+03 1.231392550523E+04  4.442856563530E+04  5.187649056902E+04  6.554354314786E+04  6.932369961255E+03  3.662810976326E+03 1.006131742394E+03 1.488009141719E+03 1.093077226071E+03 1.646112450709E+03 9.982380846339E+02 5.792945283186E+02 0.000000000000E+00
00185089-1022364   4.712040E+00 -1.037680E+01  8124 S T1  3.041733E+01 4.740957E+01 1.1376E+01 1.223855663190E+00 1.224186075938E+03 1.069201652877E+03 9.120452693576E+01 1.623635531835E+03  1.270405390292E+04  8.814900718181E+02  6.238862598760E+03  1.948896281171E+03  1.863943895059E+03 1.520556925765E+01 7.934585630483E+01 1.116559604809E+01 4.062108271247E+01 1.767109172816E+01 1.696867733705E+01 0.000000000000E+00
00190494-2256111   4.770600E+00 -2.293640E+01  7608 6 T1  3.189406E+01 4.532156E+01 1.0570E+01 1.525523641420E+00 1.691353742285E+03 3.881935751739E+04 1.343673685312E+03 1.048959327609E+04  8.564634450459E+04  3.241465041673E+03  3.569507842070E+04  7.705850747673E+03  5.635785624453E+03 3.931394142731E+02 7.901405642940E+02 4.056914612427E+02 6.424321438529E+02 4.538451399316E+02 4.431371838683E+02 0.000000000000E+00
00200006-0620013   5.000220E+00 -6.333730E+00  3695 6 T1  1.861870E+01 2.491648E+01 1.1367E+01 9.268360438460E-01 1.039841200065E+03 2.600914087732E+04 1.204827435556E+03 3.761923170318E+03  2.148091334291E+04  1.230989979591E+03  8.763009767441E+03  4.098606003337E+03  4.938490247738E+03 4.443081251621E+02 7.364083368784E+02 4.562678302113E+02 7.346847267920E+02 5.489192149395E+02 6.875193866055E+02 0.000000000000E+00
00203295-0008469   5.137310E+00 -1.463700E-01 19261 S T1  3.201885E+01 4.509034E+01 1.1618E+01 1.104752423080E+00 2.008530681079E+03 2.173665122345E+02 2.576204563087E+01 1.414352071993E+01  1.033177372700E+02  5.742867579788E+01  2.106095075044E+02  1.153642216393E+02  4.376381814842E+01 6.908160744488E+00 1.226794221914E+01 1.096558176544E+01 1.383036222771E+01 1.182875709959E+01 9.901379752077E+00 0.000000000000E+00
00271464-0747129   6.810980E+00 -7.786940E+00  7740 6 T1  2.089036E+01 3.092142E+01 1.1450E+01 1.136279934100E+00 1.596459175773E+03 3.278557802093E+04 1.797856218057E+03 3.533036653573E+03  5.956848766959E+04  1.934614955396E+03  2.301450167053E+04  2.056468531546E+03  3.429726995336E+03 2.838198391994E+02 1.051229430611E+03 6.735406385507E+02 8.667913838290E+02 5.713100855682E+02 4.739615406304E+02 0.000000000000E+00
00294166-5131145   7.423530E+00 -5.152067E+01  3301 6 T1  6.900493E+01 1.194499E+02 9.1100E+00 2.804847376290E+00 6.395354479969E+03 2.691605044500E+04 8.091613252522E+03 1.985947477109E+04  2.687762483281E+04  7.007236406760E+03  1.517963596047E+04  1.335573387169E+04  1.150150543571E+04 4.632411123526E+03 3.005396459700E+03 2.307496955001E+03 1.935390214582E+03 2.711331045431E+03 2.583928203341E+03 0.000000000000E+00
00295123-4056384   7.463470E+00 -4.094402E+01 11964 6 T1  2.108026E+01 4.283518E+01 1.1714E+01 3.952042854790E+00 2.261481543942E+03 3.704246460311E+04 2.566887841766E+03 7.793724559485E+03  2.285958603411E+04  6.801299521846E+03  3.219396864892E+04  1.277115088785E+04  8.259636136212E+03 1.972660025901E+03 1.312391039304E+03 8.738043438265E+02 1.289031353035E+03 1.084577305350E+03 1.058062816332E+03 0.000000000000E+00
00300543-6013492   7.522660E+00 -6.023042E+01 11865 6 T1  1.600724E+01 1.941244E+01 1.1356E+01 6.585449640600E-01 1.653383221593E+03 7.015625505945E+03 2.371424462068E+03 5.097347844231E+03  6.733694626972E+03  1.821682495197E+03  4.275691930290E+03  2.522281153333E+03  1.423630805124E+03 2.455390518127E+03 1.211024270323E+03 8.215151092708E+02 1.024519044230E+03 9.050970124906E+02 9.653053726498E+02 0.000000000000E+00
00303189-3724020   7.632800E+00 -3.740057E+01  7299 6 T1  2.081745E+01 4.368167E+01 1.1365E+01 1.606222800350E+00 1.741912499233E+03 2.858622944486E+04 1.607915794787E+03 2.741156471764E+03  4.359741801130E+04  1.739453588675E+03  2.119271170148E+04  1.365531528725E+03  0.000000000000E+00 4.284465263476E+02 8.726807287127E+02 5.392825577155E+02 8.132854479019E+02 4.041947003643E+02 1.486918990976E+03 0.000000000000E+00
00305378-0912277   7.724070E+00 -9.207790E+00  5957 S T1  3.553293E+01 4.612272E+01 1.1717E+01 8.600012303310E-01 1.257332587439E+03 1.972827966013E+02 2.458115080335E+01 1.073691892271E+02  4.130297759163E+02  6.736662053601E+02  5.057986771509E+02  7.662296023359E+01  8.681771038336E+01 6.868070212518E+00 1.082271276898E+01 1.282378439027E+01 1.285174492014E+01 8.562447966070E+00 9.837671439746E+00 0.000000000000E+00
00313571-1030228   7.898810E+00 -1.050630E+01  3488 6 T1  1.956879E+01 2.667110E+01 1.0556E+01 1.194405119640E+00 1.270843810998E+03 2.091227444543E+04 1.252138090912E+03 5.831343076635E+03  4.782721541649E+04  4.318418197584E+03  1.913290653258E+04  1.239723627732E+04  9.362735022691E+03 3.811928241089E+02 6.826206502072E+02 4.669355847348E+02 6.140157750962E+02 5.990738625458E+02 5.935651886577E+02 0.000000000000E+00
00321501+5323473   8.062670E+00  5.339652E+01  9007 F T1  1.022218E+01 1.716933E+01 1.0821E+01 2.048720574030E+00 2.187991845261E+03 2.625965364184E+02 7.920816517648E+01 7.331666601752E+02  0.000000000000E+00  5.179294753481E+02  1.379506197793E+03  0.000000000000E+00  9.710816285435E+01 2.781943987381E+02 3.360424834306E+01 8.032087734929E+01 1.934126374149E+02 1.190801158218E+03 5.723427925446E+01 0.000000000000E+00
00341548-2748131   8.564490E+00 -2.780360E+01  1534 6 T1  4.681720E+01 5.111290E+01 8.5060E+00 1.049023860640E+00 1.640724479677E+03 1.623640038688E+05 3.279080515495E+03 2.912373563618E+04  3.213507138168E+05  6.575520099089E+04  1.860352090466E+05  1.921372455373E+04  4.515906493334E+04 6.504958447305E+02 2.118031666008E+03 8.900304307078E+02 1.742204979442E+03 5.721759639618E+02 1.184046784322E+03 0.000000000000E+00
00373579+0016504   9.399220E+00  2.807200E-01 10464 S T1  4.316721E+01 5.038435E+01 1.0914E+01 8.814425884630E-01 1.936824341602E+03 7.217969929287E+02 5.860211503252E+01 7.014569898385E+02  3.709770416877E+03  2.095660248782E+03  2.714696495196E+03  5.554077721393E+02  5.255322519597E+02 1.401995922465E+01 3.625318297088E+01 2.561031123716E+01 3.167532529511E+01 1.724186365813E+01 1.731759407887E+01 0.000000000000E+00
00383395-2416267   9.641510E+00 -2.427406E+01  3761 6 T1  3.091302E+01 3.622462E+01 1.0544E+01 7.914112018750E-01 1.477700978347E+03 7.035041414523E+04 2.536953248571E+03 1.680281726657E+04  1.013374805624E+05  2.615570048737E+04  4.832754246994E+04  2.214399116560E+04  1.302678801186E+04 6.255580771308E+02 1.575162502269E+03 6.934372537587E+02 1.274789001161E+03 1.155724190337E+03 1.036592094829E+03 0.000000000000E+00
00413983-4219154   1.041597E+01 -4.232098E+01  5995 C T1  3.748654E+01 4.963155E+01 1.0457E+01 1.795150905640E+00 3.775708309591E+03 5.080733918721E+03 3.679410910000E+02 1.917607106919E+02  1.062279736485E+03  1.048193598083E+03  1.945686662633E+03  5.888311283356E+02  1.733187511147E+02 3.436195978223E+01 1.268018477155E+02 1.126652331768E+02 1.484632864286E+02 1.225599669861E+02 1.044871427482E+02 0.000000000000E+00
00465502-3558443   1.172931E+01 -3.597895E+01  6995 6 T1  5.326186E+01 7.917117E+01 1.1577E+01 2.230587237210E+00 5.439571295210E+03 1.978578124543E+04 3.023886201293E+03 3.437961665590E+03  2.979597053424E+04  1.030614272163E+04  2.212596593701E+04  0.000000000000E+00  0.000000000000E+00 5.819785031499E+02 7.899816187511E+02 9.099015691819E+02 8.607076632659E+02 1.738494010887E+03 1.738494010887E+03 0.000000000000E+00
00471934+1442124   1.183070E+01  1.470346E+01 11713 S T1  3.822847E+01 5.035592E+01 1.1169E+01 4.232028401950E+00 3.537298189967E+03 8.991741135494E+03 5.640335570225E+01 2.861875969014E+03  3.137977427889E+03  1.365746428438E+03  1.123192960400E+03  2.461821101014E+02  1.765932619704E+02 3.035217011706E+01 4.203389855482E+01 1.692987396888E+01 2.940852248122E+01 1.443829899985E+01 1.394612531528E+01 0.000000000000E+00
00474136-2129272   1.192225E+01 -2.149096E+01  6375 6 T1  3.454071E+01 3.319289E+01 1.1469E+01 1.054930963640E+00 1.581863550555E+03 3.908000960570E+04 2.115571404973E+03 1.845032253832E+04  8.238556025089E+04  5.591974330768E+03  6.029282267720E+04  9.276499590683E+03  1.015183876102E+03 7.639803672977E+02 1.238006799302E+03 6.962854684186E+02 1.144636530751E+03 7.423114033466E+02 3.242223295992E+02 0.000000000000E+00
00502752-0551306   1.261464E+01 -5.858480E+00  5702 6 T1  4.677599E+01 5.961366E+01 9.8460E+00 1.500669753590E+00 2.232734691632E+03 1.752286805328E+04 4.053715172856E+03 2.319675165266E+04  5.433020443496E+03  1.000964784825E+04  2.037848674215E+04  5.007614994083E+03  3.475733752112E+03 3.082978221423E+03 2.063683725205E+03 1.545219816429E+03 3.141458939837E+03 2.144589363744E+03 1.521662854627E+03 0.000000000000E+00
00504184-0154367   1.267441E+01 -1.910240E+00  3947 6 T1  4.988817E+01 7.028534E+01 8.8680E+00 2.522780283650E+00 6.571722225661E+03 4.281555415577E+04 7.241795400339E+03 5.879833717235E+03  1.796832303455E+04  9.359843208021E+03  3.035925187765E+04  1.370474791190E+04  1.505473258454E+04 1.861525423182E+03 2.080800671943E+03 1.297926804859E+03 2.013422818153E+03 2.038306528411E+03 2.077758437198E+03 0.000000000000E+00
00512773-5836514   1.286558E+01 -5.861430E+01  8121 6 T1  1.246981E+01 1.797844E+01 1.1685E+01 9.020325803150E-01 1.698335764947E+03 1.782130732086E+04 1.382139344454E+03 5.475025719427E+03  4.062432736089E+04  2.853030732341E+03  1.604035437449E+04  5.165628184254E+03  4.429490704672E+03 4.469818145401E+02 7.357184550363E+02 4.731036348083E+02 6.150510555175E+02 5.526027553733E+02 5.046161119064E+02 0.000000000000E+00
00515587-4812269   1.298280E+01 -4.820747E+01  7341 6 T1  2.374647E+01 4.312033E+01 1.0949E+01 1.531974003740E+00 1.875654784668E+03 2.741617167852E+04 1.224401248894E+03 4.214132900704E+03  5.679617099810E+04  3.140099889830E+03  2.256054818169E+04  2.430131737715E+03  1.074091172737E+03 3.253441976551E+02 6.558457145990E+02 4.256754656037E+02 5.535417292286E+02 3.932809042008E+02 2.749011862650E+02 0.000000000000E+00
00525473-5329366   1.322802E+01 -5.349348E+01  8047 6 T1  1.358342E+01 2.432535E+01 1.1591E+01 1.802431359440E+00 4.654473259484E+03 1.339757978762E+04 1.689801297686E+03 3.845452258174E+03  2.372244798636E+03  1.883670325418E+02  2.429109520838E+03  1.027932620172E+02  5.636873474402E+02 9.873795275937E+02 6.234351703710E+02 1.508316998305E+02 4.302635526694E+02 2.844779420746E+02 2.066606014795E+02 0.000000000000E+00
00532993-0846034   1.337469E+01 -8.767700E+00  5689 S T1  3.658568E+01 4.799646E+01 1.0896E+01 1.140672864400E+00 1.444857028628E+03 4.938765147829E+02 5.514670451518E+01 8.077428528695E+02  4.569839177897E+03  7.651899499958E+03  3.462082604928E+03  1.166804957346E+03  1.032897459494E+03 1.229636032322E+01 3.910613217592E+01 5.898676314746E+01 3.205302562184E+01 1.790130259557E+01 1.778184663985E+01 0.000000000000E+00
00541594-0714079   1.356650E+01 -7.235460E+00  5722 6 T1  2.086391E+01 2.561103E+01 1.1407E+01 8.092061851590E-01 1.650072913104E+03 3.978019558175E+04 2.316303109383E+03 1.339770170180E+04  8.601701839593E+04  5.534082520870E+03  3.996751132707E+04  1.465205064276E+04  9.910675864534E+03 6.367609560083E+02 1.285631745336E+03 7.253984338260E+02 1.113410153273E+03 9.908329550732E+02 8.562208269290E+02 0.000000000000E+00
00542052-2333085   1.358551E+01 -2.355241E+01  9703 6 T1  1.939078E+01 3.900517E+01 1.1032E+01 1.238196450500E+00 2.431736100271E+03 3.907554878481E+04 1.779785219833E+03 1.931394982316E+03  2.821653895148E+04  3.393788870240E+04  3.467953739210E+04  3.669245558037E+03  9.006167146078E+03 3.784745703717E+02 7.821447903721E+02 9.362382262908E+02 8.362506033622E+02 2.868917058735E+02 6.556543564618E+02 0.000000000000E+00
00544147+5546252   1.367275E+01  5.577369E+01  5293 F T1  1.336441E+01 2.247885E+01 1.0280E+01 9.556926148460E-01 2.081824908498E+03 1.841658487968E+03 2.589484720486E+02 1.204788533090E+03  1.097463985528E+03  2.829305230859E+02  5.888827276036E+02  8.614166415167E+02  5.008773259454E+02 3.378686971568E+02 1.792157840779E+02 9.374056870582E+01 1.783582728894E+02 1.585324792680E+02 1.443489708933E+02 0.000000000000E+00
00544647-5130372   1.369357E+01 -5.151031E+01  7475 6 T1  1.849799E+01 3.211474E+01 1.1464E+01 1.655611308020E+00 1.831836715195E+03 1.158284479075E+04 1.125759333258E+03 2.400739664577E+03  2.434860706564E+04  2.684092764904E+03  1.127696102681E+04  1.557389396048E+03  1.059339020926E+03 3.194487396796E+02 5.600103611646E+02 4.998085820722E+02 4.717938411498E+02 2.779603927933E+02 3.313218140585E+02 0.000000000000E+00
00545447-3201542   1.372705E+01 -3.203171E+01  9561 6 T1  3.080212E+01 3.956873E+01 1.0797E+01 9.974167326160E-01 2.708365563856E+03 3.256727991421E+04 2.276256596693E+03 1.766794025739E+03  2.457455899807E+04  8.946115764942E+03  2.770487332509E+04  3.325701451341E+03  1.869641878965E+03 4.170665184018E+02 1.100518119446E+03 5.332991590652E+02 1.055423419092E+03 3.558174230299E+02 3.791506308558E+02 0.000000000000E+00
00560140-7430406   1.400590E+01 -7.451130E+01 10228 C T1  1.746313E+01 2.043263E+01 1.1191E+01 1.051494981790E+00 5.019161965443E+03 3.074445920323E+03 6.463361448672E+02 2.140059310872E+03  0.000000000000E+00  5.039351519915E+02  2.647433787064E+02  1.776807143061E+02  1.487514545809E+02 2.368749848401E+02 7.579130890598E+01 1.455814298067E+02 1.597163060037E+02 1.323871694362E+02 1.706108248516E+02 0.000000000000E+00
00564267-0954507   1.417781E+01 -9.914070E+00  5648 S T1  3.517186E+01 4.702898E+01 9.6200E+00 7.753166400810E-01 1.563902761049E+03 1.818317847615E+02 2.970386706361E+01 1.439830479519E+02  6.225810880958E+02  9.088686698766E+01  3.911250612496E+02  1.271102261820E+02  9.669719453600E+01 8.357972053671E+00 1.413825572304E+01 9.318682354105E+00 1.353116638591E+01 1.132995444880E+01 1.133508586764E+01 0.000000000000E+00
00574239-0456548   1.442663E+01 -4.948640E+00  5376 6 T1  2.510505E+01 2.818081E+01 1.0953E+01 5.707681001230E-01 1.071554788226E+03 2.347547259660E+04 2.964458841968E+03 7.847342139936E+03  8.448048576511E+04  3.579948589051E+03  5.969418288419E+04  1.213344433042E+04  1.056225740603E+04 6.836979719006E+02 1.879970453605E+03 8.331400452346E+02 1.828088400584E+03 1.488108409058E+03 1.394110351175E+03 0.000000000000E+00
00580316-4637020   1.451323E+01 -4.661725E+01  6831 6 T1  6.438296E+01 7.569333E+01 1.0673E+01 1.747557727810E+00 3.929426292838E+03 3.315008153273E+04 6.107099334204E+03 7.933688152180E+03  8.320164435960E+03  1.516878300383E+04  1.326417607376E+04  0.000000000000E+00  0.000000000000E+00 2.563916123979E+03 1.488825268163E+03 1.483459974285E+03 2.024203714855E+03 6.660455718578E+03 6.660455718578E+03 0.000000000000E+00
00581093-0813009   1.454552E+01 -8.217010E+00  4556 6 T1  6.479664E+01 7.846840E+01 9.8470E+00 3.165249135880E+00 5.564301083886E+03 8.451488226221E+04 8.056412004242E+03 8.069010249033E+03  2.700576126964E+04  2.166744081308E+04  2.087874609203E+04  2.290577997093E+04  1.814390359706E+04 2.334280000460E+03 2.465246874203E+03 1.415350249969E+03 2.253450208602E+03 2.679223308613E+03 2.547111278914E+03 0.000000000000E+00
00584655-2050245   1.469389E+01 -2.084008E+01  5446 6 T1  3.388459E+01 4.121677E+01 1.1021E+01 1.475409749000E+00 3.948132945121E+03 1.557092232146E+04 2.021229467133E+03 2.688354658712E+04  9.716853754678E+04  1.475440800904E+04  5.274398195201E+04  2.352913686399E+04  1.689832987867E+04 5.247304777158E+02 9.058559312245E+02 4.892100371771E+02 7.657263573600E+02 6.476297498717E+02 5.105253865155E+02 0.000000000000E+00
00584882+0035137   1.470349E+01  5.871800E-01  5437 S T1  3.264909E+01 4.637212E+01 1.1242E+01 7.408247878910E-01 2.332082473742E+03 1.558359380515E+02 1.946056161611E+01 1.772334065680E+02  7.099880775457E+02  5.693816409280E+01  3.253307109874E+02  1.109645528385E+02  9.242247525848E+01 6.284851683766E+00 8.718604760475E+00 7.017509490337E+00 7.004521016990E+00 5.673457982619E+00 5.461432172848E+00 0.000000000000E+00
00593734-1019570   1.490555E+01 -1.033249E+01  6849 S T1  3.824352E+01 4.918894E+01 1.1457E+01 8.917412741830E-01 1.825178615852E+03 4.977970285582E+02 3.687899918156E+01 3.319613305724E+01  2.557795102351E+02  1.563086624890E+02  4.450453913560E+02  1.249127448139E+02  1.136780798882E+02 7.057617911876E+00 1.814859120918E+01 1.147905159420E+01 2.047100034754E+01 1.348872046438E+01 1.336891299329E+01 0.000000000000E+00
